College,Latitude,Longitude,City,State
Atlantis University,25.7863708,-80.21127969999999,Miami,FL
Sacred Heart University,41.1408363,-73.2612615,Fairfield,CT
Ohio Wesleyan University,40.2986724,-83.067965,Delaware,OH
Lenoir-Rhyne University,35.7344538,-81.3444573,Hickory,NC
Montreat (N.C.),35.6442841,-82.30289719999999,Montreat,NC
"Southern University, Baton Rouge",30.4514677,-91.18714659999999,Baton Rouge,LA
Loyola University New Orleans,29.9508941,-90.07583559999999,New Orleans,LA
Marian University (Ind.),39.76909,-86.158018,Indianapolis,IN
Northern Kentucky University,39.0331169,-84.4518854,Highland Heights,KY
Wellesley College,42.296797,-71.29238769999999,Wellesley,MA
Wartburg College,42.7272032,-92.4668511,Waverly,IA
Kenyon College,40.3759296,-82.397183,Gambier,OH
Saint Joseph's University,39.9525839,-75.1652215,Philadelphia,PA
Harding University,35.2437536,-91.7364422,Searcy,AR
Queens University of Charlotte,35.2270869,-80.8431267,Charlotte,NC
Palm Beach Atlantic University,26.7144532,-80.0549456,West Palm Beach,FL
Franklin College,39.4806055,-86.0549863,Franklin,IN
East Central Community College,32.4390303,-89.1083912,Decatur,MS
Anderson University,34.5034394,-82.6501332,Anderson,SC
Oklahoma Wesleyan University,36.7467005,-95.9783538,Bartlesville,OK
Cowley County Community College,37.0619736,-97.0383712,Arkansas City,KS
Millsaps College,32.2981392,-90.18065,Jackson,MS
New York University,40.7127753,-74.0059728,New York,NY
Moravian College,40.6259316,-75.37045789999999,Bethlehem,PA
Belmont Abbey College,35.2438483,-81.0377936,Belmont,NC
University of Southern Mississippi,31.3271189,-89.29033919999999,Hattiesburg,MS
College of the Desert,33.7222445,-116.3744556,Palm Desert,CA
Concordia College,46.8737648,-96.76780389999999,Moorhead,MN
"Texas A&M, Kingsville",27.5158689,-97.85610899999999,Kingsville,TX
Skidmore College,43.0831301,-73.7845651,Saratoga Springs,NY
Sewanee: The University of the South,35.2031373,-85.9210899,Sewanee,TN
Swarthmore College,39.9020565,-75.3499123,Swarthmore,PA
Fort Valley State University,32.5537585,-83.8874084,Fort Valley,GA
Lincoln Memorial University,36.5823046,-83.65685789999999,Harrogate,TN
Holy Cross College,41.7001908,-86.23793280000001,Notre Dame,IN
Barton College,35.7258286,-77.91112369999999,Wilson,NC
Rider University,40.2778055,-74.7294313,Lawrence Township,NJ
Providence College,41.8239891,-71.4128343,Providence,RI
Texas Lutheran University,29.56892479999999,-97.96458319999999,Seguin,TX
Siena College,42.7048009,-73.7548424,Loudonville,NY
Our Lady of the Lake University,29.4251905,-98.4945922,San Antonio,TX
Xavier University of Louisiana,29.9508941,-90.07583559999999,New Orleans,LA
Morehouse College,33.7501275,-84.3885209,Atlanta,GA
Colorado College,38.8338816,-104.8213634,Colorado Springs,CO
University of Illinois at Chicago,41.8781136,-87.6297982,Chicago,IL
"University of Puerto Rico, Piedras",18.4181706,-66.0767249,San Juan,San Juan
Young Harris College,32.1574351,-82.90712300000001,,GA
The University of Texas at Tyler,32.3512601,-95.30106239999999,Tyler,TX
Purdue University Northwest,41.5833688,-87.5000412,Hammond,IN
Savannah College of Art & Design (Atlanta),33.7501275,-84.3885209,Atlanta,GA
U.S. Coast Guard Academy,41.3556539,-72.0995209,New London,CT
Metropolitan State University of Denver,39.7392358,-104.990251,Denver,CO
Erskine College,34.3334469,-82.387902,Due West,SC
Lafayette College,40.688432,-75.2207323,Easton,PA
Newman University,37.68717609999999,-97.33005299999999,Wichita,KS
University of the Cumberlands,36.7434169,-84.15965609999999,Williamsburg,KY
"Louisiana State University, Shreveport",32.5251516,-93.7501789,Shreveport,LA
Baruch College,40.7127753,-74.0059728,New York,NY
"University of Missouri, St. Louis",38.6270025,-90.19940419999999,St. Louis,MO
Johnson University,35.9606384,-83.9207392,Knoxville,TN
Hamilton College,43.0484029,-75.3785034,Clinton,NY
Colby College,44.5520105,-69.6317121,Waterville,ME
Rensselaer Polytechnic Institute,42.7284117,-73.69178509999999,Troy,NY
University of St. Francis (Ind.),41.079273,-85.1393513,Fort Wayne,IN
Augusta University,33.4687314,-82.0283188,Augusta,GA
Carleton College,44.4582983,-93.161604,Northfield,MN
New Mexico State University,32.3199396,-106.7636538,Las Cruces,NM
University of Northern Iowa,42.5348993,-92.4453161,Cedar Falls,IA
Wentworth Institute of Technology,42.3600825,-71.0588801,Boston,MA
Friends University,37.68717609999999,-97.33005299999999,Wichita,KS
Lewis University,41.6475306,-88.0895061,Romeoville,IL
Alcorn State University,32.3546679,-89.3985283,,MS
Vassar College,41.7003713,-73.9209701,Poughkeepsie,NY
Willamette University,44.9464822,-123.0018941,Salem,OR
Schreiner University,30.0474332,-99.1403189,Kerrville,TX
Drury University,37.2089572,-93.29229889999999,Springfield,MO
Delta State University,33.7440023,-90.7248187,Cleveland,MS
Delaware State University,39.158168,-75.5243682,Dover,DE
Le Moyne College,43.0481221,-76.14742439999999,Syracuse,NY
McKendree University,38.6039375,-89.80731949999999,Lebanon,IL
Southern Virginia University,37.7343004,-79.35392379999999,Buena Vista,VA
Lake Superior State University,46.49771150000001,-84.3475876,Sault Ste. Marie,MI
Columbia College,34.0008322,-81.035147,Columbia,SC
Messiah College,40.2132692,-77.0080309,Mechanicsburg,PA
Lander University,34.1954001,-82.1617883,Greenwood,SC
Dillard University,29.994906,-90.0675145,New Orleans,LA
Biola University,33.9172357,-118.0120086,La Mirada,CA
Belhaven University,32.2981392,-90.18065,Jackson,MS
Ouachita Baptist University,34.120994,-93.053544,Arkadelphia,AR
Loras College,42.5063629,-90.6677479,Dubuque,IA
Santa Barbara City College,34.4051462,-119.6992036,Santa Barbara,CA
Limestone College,35.0717945,-81.64981949999999,Gaffney,SC
State University of New York at Oneonta,42.4528571,-75.0637746,Oneonta,NY
Savannah College of Art & Design,32.0093312,-81.0783096,Savannah,GA
Walsh University,40.875891,-81.4023356,North Canton,OH
University Of Mount Olive,35.1965531,-78.06637880000001,Mount Olive,NC
Reinhardt University,32.1574351,-82.90712300000001,,GA
Prairie View A&M University,30.0932737,-95.9877339,Prairie View,TX
Ursinus College,40.1856597,-75.451571,Collegeville,PA
Truett Mcconnell University,34.5950568,-83.7481755,Cleveland,GA
Huntingdon College (Ala.),32.3792233,-86.3077368,Montgomery,AL
Middle Georgia State University,32.8406946,-83.6324022,Macon,GA
Ave Maria University,26.3368127,-81.43798509999999,Ave Maria,FL
Denison University,40.06811920000001,-82.51960369999999,Granville,OH
Binghamton University,42.09868669999999,-75.91797380000001,Binghamton,NY
Norfolk State University,36.8507689,-76.28587259999999,Norfolk,VA
Monmouth University,40.2903891,-74.0176381,West Long Branch,NJ
Columbus State University,32.4609764,-84.9877094,Columbus,GA
Ferris State University,43.6980782,-85.4836557,Big Rapids,MI
Mercyhurst University,42.12922409999999,-80.085059,Erie,PA
University of the District of Columbia,38.9071923,-77.0368707,Washington,DC
Indiana University Southeast,38.2856247,-85.8241312,New Albany,IN
Whitman College,46.0645809,-118.3430209,Walla Walla,WA
Wilmington University,39.6620397,-75.5668166,New Castle,DE
Fresno Pacific University,36.7377981,-119.7871247,Fresno,CA
Farmingdale State College,40.7325997,-73.4454009,Farmingdale,NY
Fresno City College,36.7377981,-119.7871247,Fresno,CA
Mount St. Mary's University,39.7045417,-77.32693069999999,Emmitsburg,MD
Lebanon Valley College,40.3295359,-76.51524429999999,Annville,PA
Emmanuel University,34.28482839999999,-83.1443161,Franklin Springs,GA
Chapman University,33.7879085,-117.855281,Orange,CA
California Lutheran University,34.1761133,-118.8487793,Thousand Oaks,CA
Stonehill College,42.0245442,-71.1286594,Easton,MA
Hillsdale College,41.9200472,-84.6305101,Hillsdale,MI
Christian Brothers University,35.1495343,-90.0489801,Memphis,TN
North Central College,41.7508391,-88.1535352,Naperville,IL
Reedley College,36.5963395,-119.4504029,Reedley,CA
Wagner College,40.5795317,-74.1502007,Staten Island,NY
University of Scranton,41.2033216,-77.1945247,,PA
Grinnell College,41.74340919999999,-92.7232456,Grinnell,IA
Chabot College,37.6687665,-122.0809964,Hayward,CA
Northeast Mississippi Community College,34.6581596,-88.5667036,Booneville,MS
Tuskegee University,32.3182314,-86.902298,,AL
Bethany College,38.5736176,-97.67448379999999,Lindsborg,KS
UC Riverside,33.9806005,-117.3754942,Riverside,CA
IU-Indianapolis,39.76909,-86.158018,Indianapolis,IN
University of Virginia's College at Wise,36.9759345,-82.5757108,Wise,VA
Gustavus Adolphus College,44.3258932,-93.955691,Saint Peter,MN
Dickinson College,40.2025,-77.195,Carlisle,PA
Susquehanna University,40.7989735,-76.8621935,Selinsgrove,PA
University of New Orleans,29.9508941,-90.07583559999999,New Orleans,LA
Adelphi University,40.7267682,-73.6342954,Garden City,NY
Webster University,38.5925524,-90.3573389,Webster Groves,MO
Tusculum University,35.5174913,-86.5804473,,TN
Nebraska Wesleyan University,40.8136634,-96.7025764,Lincoln,NE
San Diego City College,32.715738,-117.1610838,San Diego,CA
Southwestern University (TX),30.6332618,-97.6779842,Georgetown,TX
University of North Georgia,34.5261465,-83.9843953,Dahlonega,GA
"California State University, Los Angeles",34.0549076,-118.242643,Los Angeles,CA
Michigan Technological University,47.0979653,-88.5606025,Houghton,MI
Davenport University,42.9633599,-85.6680863,Grand Rapids,MI
Bethel University (Indiana),41.6619927,-86.15861559999999,Mishawaka,IN
Colorado Mesa University,39.0638705,-108.5506486,Grand Junction,CO
St. Thomas University (Fla.),25.9211107,-80.25349109999999,Miami Gardens,FL
Florida National University,25.8575963,-80.2781057,Hialeah,FL
Grand View University,41.5868417,-93.6249522,Des Moines,IA
Johnson and Wales University (NC),35.2270869,-80.8431267,Charlotte,NC
Southeastern University,28.0394654,-81.9498042,Lakeland,FL
"California State University, Stanislaus",37.4945743,-120.8459786,Turlock,CA
Lane College,35.6145169,-88.81394689999999,Jackson,TN
Henderson State University,34.120994,-93.053544,Arkadelphia,AR
Millikin University,39.8403147,-88.9548001,Decatur,IL
Chicago State University,41.8781136,-87.6297982,Chicago,IL
Concordia University Ann Arbor,42.2808256,-83.7430378,Ann Arbor,MI
Occidental College,34.0549076,-118.242643,Los Angeles,CA
College of Coastal Georgia,31.1510919,-81.4878157,Brunswick,GA
Fairmont State University,39.4850848,-80.1425781,Fairmont,WV
Cornell College,41.9219522,-91.4168371,Mount Vernon,IA
Shaw University,35.7795897,-78.6381787,Raleigh,NC
"University of Wisconsin, Whitewater",42.83362049999999,-88.7323272,Whitewater,WI
Albright College,40.3356483,-75.9268747,Reading,PA
Seward County Comm. College,39.011902,-98.4842465,,KS
Wisconsin Lutheran College,43.0389025,-87.9064736,Milwaukee,WI
University of Dallas,32.8140177,-96.9488945,Irving,TX
Hawaii Pacific University,21.3098845,-157.8581401,Honolulu,HI
Radford University,37.13179239999999,-80.5764477,Radford,VA
University of Mobile (Ala.),30.6953657,-88.0398912,Mobile,AL
Queens College (New York),40.7647238,-73.8306716,Queens,NY
UC Santa Cruz,36.9741171,-122.0307963,Santa Cruz,CA
Oakland City University,38.3388075,-87.3451802,Oakland City,IN
University of St. Thomas (TX),29.7382063,-95.3916316,Houston,TX
Paradise Valley Comm. College,33.4483771,-112.0740373,Phoenix,AZ
Arizona Christian University,33.4483771,-112.0740373,Phoenix,AZ
Goldey-Beacom College,39.744655,-75.5483909,Wilmington,DE
Wilkes University,41.2033216,-77.1945247,,PA
Weber State University,41.223,-111.9738304,Ogden,UT
Averett University,36.5859718,-79.39502279999999,Danville,VA
The University of Texas at Dallas,32.9483335,-96.7298519,Richardson,TX
Salem University,39.2828653,-80.5589856,Salem,WV
El Camino College,34.0549076,-118.242643,Los Angeles,CA
Earlham College,39.8289369,-84.8902382,Richmond,IN
Saint John's University (Minn.),46.729553,-94.6858998,,MN
University of Sioux Falls,43.5460223,-96.731265,Sioux Falls,SD
Lewis-Clark State College (Idaho),46.4040971,-117.0019991,Lewiston,ID
University of Mary Washington,38.3031837,-77.4605399,Fredericksburg,VA
Frostburg State University,39.6581424,-78.92835699999999,Frostburg,MD
West Virginia Wesleyan College,38.9939872,-80.2320276,Buckhannon,WV
William Woods University,38.84670819999999,-91.94795859999999,Fulton,MO
University of Miami (Florida),25.7491968,-80.2635411,Coral Gables,FL
Gadsden State Community College,34.014264,-86.0066386,Gadsden,AL
Roosevelt University,41.8781136,-87.6297982,Chicago,IL
Assumption University,42.2625932,-71.8022934,Worcester,MA
"Fairleigh Dickinson University, College at Florham",40.7741362,-74.4382335,Madison,NJ
Bethune-Cookman University,29.2108147,-81.0228331,Daytona Beach,FL
Indiana Wesleyan,40.5583739,-85.6591442,Marion,IN
Yeshiva University,40.7127753,-74.0059728,New York,NY
Mount San Jacinto College,33.7839084,-116.958635,San Jacinto,CA
Chestnut Hill College,39.9525839,-75.1652215,Philadelphia,PA
Bethel University (Tennessee),35.5174913,-86.5804473,,TN
Western New Mexico University,32.770075,-108.280326,Silver City,NM
Smith College,42.3250896,-72.64120129999999,Northampton,MA
Wittenberg University,39.9242266,-83.8088171,Springfield,OH
Haverford College,40.0022406,-75.3208107,Haverford,PA
Indiana University East,39.8289369,-84.8902382,Richmond,IN
Calvin University,42.9633599,-85.6680863,Grand Rapids,MI
Bevill State,33.8366295,-87.2652722,Jasper,AL
Union College (New York),42.8142432,-73.9395687,Schenectady,NY
York College (Pennsylvania),39.9625984,-76.727745,York,PA
Meridian Community College,32.3643098,-88.703656,Meridian,MS
Tyler Junior College,32.3512601,-95.30106239999999,Tyler,TX
"University of Arkansas, Fort Smith",35.3843722,-94.42096459999999,Fort Smith,AR
LaGrange College,33.0362218,-85.0322444,LaGrange,GA
Penn State Harrisburg,41.2033216,-77.1945247,,PA
Westmont College,34.4208305,-119.6981901,Santa Barbara,CA
Concordia University Chicago,41.8939617,-87.81984779999999,River Forest,IL
Western New England University,42.1014831,-72.589811,Springfield,MA
Bethel University,44.9537029,-93.0899578,Saint Paul,MN
Connecticut College,41.3556539,-72.0995209,New London,CT
Collin College,33.0198431,-96.6988856,Plano,TX
Northwest Mississippi Comm. College,34.6176032,-89.96870109999999,Senatobia,MS
Bridgewater State University,41.99024199999999,-70.9754708,Bridgewater,MA
Converse College,34.9515959,-81.9327167,Spartanburg,SC
Southwest Mississippi Community College,31.2947724,-90.4443409,Summit,MS
College of New Jersey,40.2599864,-74.79091249999999,Ewing Township,NJ
Grand Canyon University,33.4483771,-112.0740373,Phoenix,AZ
State University of New York Purchase,40.9700171,-73.7176337,Harrison,NY
Penn State Altoona,40.5186809,-78.3947359,Altoona,PA
Mississippi Gulf Coast Comm. College,30.7822362,-89.14278949999999,Perkinston,MS
"Penn State Erie, Behrend",42.12922409999999,-80.085059,Erie,PA
"Union College, Kentucky",36.8664765,-83.8888138,Barbourville,KY
Saint Petersburg College,27.7671271,-82.6384451,St. Petersburg,FL
Marymount University,38.8816208,-77.09098089999999,Arlington,VA
University of Mary Hardin-Baylor,31.0560132,-97.46445299999999,Belton,TX
Ashland University,40.8686675,-82.3182178,Ashland,OH
Shepherd University,39.4300996,-77.8041609,Shepherdstown,WV
State University of New York Oswego,43.4553461,-76.5104973,Oswego,NY
Milligan University,35.5174913,-86.5804473,,TN
Jefferson University,39.9525839,-75.1652215,Philadelphia,PA
Coppin State University,39.2903848,-76.6121893,Baltimore,MD
Bloomsburg University of Pennsylvania,41.003698,-76.4549457,Bloomsburg,PA
"University of Minnesota, Crookston",47.7745617,-96.6093911,Crookston,MN
Merrimack College,42.69870239999999,-71.1350575,North Andover,MA
Spring Hill College,30.6953657,-88.0398912,Mobile,AL
Howard Payne University,31.7093197,-98.9911611,Brownwood,TX
Saint Mary's University of Minnesota,44.0553908,-91.6663523,Winona,MN
Trinity College (Connecticut),41.7658043,-72.6733723,Hartford,CT
Clark Atlanta University,33.7501275,-84.3885209,Atlanta,GA
Salve Regina University,41.4901024,-71.3128285,Newport,RI
Cornerstone University,42.9633599,-85.6680863,Grand Rapids,MI
Penn State Berks,40.3356483,-75.9268747,Reading,PA
Ohio Northern University,40.7694969,-83.8227148,Ada,OH
Texas Wesleyan University,32.7554883,-97.3307658,Fort Worth,TX
John Carroll University,41.4978306,-81.53734560000001,University Heights,OH
Mount Marty University,42.87110879999999,-97.39728129999999,Yankton,SD
Rhodes College,35.1495343,-90.0489801,Memphis,TN
Albion College,42.243097,-84.7530304,Albion,MI
Davis and Elkins College,38.92593970000001,-79.8467349,Elkins,WV
Quincy University,39.9356016,-91.4098726,Quincy,IL
William Peace University,35.7795897,-78.6381787,Raleigh,NC
Morningside University,42.4963416,-96.40494079999999,Sioux City,IA
University of Mary (N.D.),46.8041643,-100.7877616,Bismarck,ND
St. Cloud State University,45.5579451,-94.16324039999999,St. Cloud,MN
"University of Wisconsin, La Crosse",43.8137751,-91.25190169999999,La Crosse,WI
Southwestern Illinois College,38.5166878,-89.9233428,Belleville,IL
Post University,41.5581525,-73.0514965,Waterbury,CT
North Greenville University (S.C.),33.836081,-81.1637245,,SC
Goshen College,41.5891606,-85.83456389999999,Goshen,IN
Saint Norbert College,44.4488805,-88.0603806,De Pere,WI
King's College (Pennsylvania),41.2033216,-77.1945247,,PA
Mount Union College,40.9153362,-81.10593089999999,Alliance,OH
Northeastern State University,35.91537,-94.969956,Tahlequah,OK
Ottawa University - AZ,33.6297848,-112.3716367,Surprise,AZ
Lake Forest College,42.2586342,-87.840625,Lake Forest,IL
Cedarville University,40.4172871,-82.90712300000001,,OH
University Of Alberta,53.5460983,-113.4937266,Edmonton,AB
Wheaton College (Illinois),41.8661403,-88.1070127,Wheaton,IL
University of Tennessee Southern,35.20020919999999,-87.0364259,Pulaski,TN
University of Tennessee Southern,35.1998023,-87.0308412,Pulaski,TN
Huntington University,40.8990026,-85.499843,Huntington,IN
American River College,38.5781342,-121.4944209,Sacramento,CA
Hope College,42.7875235,-86.1089301,Holland,MI
College of the Holy Cross,42.2625932,-71.8022934,Worcester,MA
Midway College (Ky.),38.1511341,-84.6839184,Midway,KY
Barton County Community College,38.3644567,-98.7648073,Great Bend,KS
Winona State University,44.0553908,-91.6663523,Winona,MN
Illinois College,39.733936,-90.2290098,Jacksonville,IL
Saint Mary's College of Maryland,38.18724040000001,-76.4343173,Saint Marys City,MD
College of Coastal Georgia,31.1510919,-81.4878157,Brunswick,GA
Mesa Community College,33.4151843,-111.8314724,Mesa,AZ
Hunter College,40.7127753,-74.0059728,New York,NY
West Chester University of Pennsylvania,39.3321262,-84.41726659999999,,OH
Otterbein University,40.1266689,-82.9318807,Westerville,OH
Luther College,43.30330559999999,-91.7857092,Decorah,IA
Cumberland University,36.2081098,-86.2911024,Lebanon,TN
Grace College (Ind.),41.2272668,-85.8219345,Winona Lake,IN
Buena Vista University,41.8780025,-93.097702,,IA
Manchester College,41.0006005,-85.768597,North Manchester,IN
Stevens Institute of Technology,40.7439905,-74.0323626,Hoboken,NJ
Pratt Institute,40.6781784,-73.9441579,Brooklyn,NY
Ithaca College,42.4439614,-76.5018807,Ithaca,NY
Lourdes University,41.7189392,-83.7129935,Sylvania,OH
McPherson College,38.3708415,-97.66420869999999,McPherson,KS
"Texas A&M University, Texarkana",33.425125,-94.04768820000001,Texarkana,TX
DePauw University,39.6444898,-86.8647316,Greencastle,IN
Penn State Abington,40.1240795,-75.11951069999999,,PA
Berry College,32.1574351,-82.90712300000001,,GA
Saint Mary's College (Indiana),41.7001908,-86.23793280000001,Notre Dame,IN
Western Connecticut State,41.394817,-73.4540111,Danbury,CT
Emory & Henry College,37.4315734,-78.6568942,,VA
Lawrence Tech,42.4733688,-83.2218731,Southfield,MI
Franklin Pierce University,42.759337,-72.0231125,Rindge,NH
Franklin & Marshall College,40.0378755,-76.3055144,Lancaster,PA
"University of Wisconsin, Eau Claire",44.811349,-91.4984941,Eau Claire,WI
Flagler College,29.8921835,-81.3139313,St. Augustine,FL
St. John Fisher College,43.15657789999999,-77.6088465,Rochester,NY
Bluefield State College,37.2698395,-81.2223195,Bluefield,WV
University of Rochester,43.15657789999999,-77.6088465,Rochester,NY
Bethel College,38.0722333,-97.34559170000001,North Newton,KS
Indiana Tech,41.079273,-85.1393513,Fort Wayne,IN
George Fox University,45.3003268,-122.9761318,Newberg,OR
Drake University,41.5868417,-93.6249522,Des Moines,IA
North Carolina Wesleyan,35.9382103,-77.7905339,Rocky Mount,NC
The University of Olivet,42.4414273,-84.92415419999999,Olivet,MI
University Of Northwestern - St. Paul,44.9537029,-93.0899578,Saint Paul,MN
Daemen University,42.9791367,-78.79224239999999,Amherst,NY
College Of Lake County,42.34446639999999,-88.04174599999999,Grayslake,IL
Pacific University (Oregon),45.5196767,-123.1121017,Forest Grove,OR
Solano College,38.2491956,-122.0405151,Fairfield,CA
North Park University,41.8781136,-87.6297982,Chicago,IL
University of Pikeville,37.8393332,-84.2700179,,KY
Spring Arbor University,42.2050383,-84.55273869999999,Spring Arbor,MI
Francis Marion University,34.1954331,-79.7625625,Florence,SC
Millersville University of Pennsylvania,39.9978764,-76.3541274,Millersville,PA
Rutgers University - Camden,39.9259463,-75.1196199,Camden,NJ
Whitworth University,47.6579711,-117.4235319,Spokane,WA
Edinboro University,41.87422249999999,-80.1317236,Edinboro,PA
University of Northwestern Ohio,40.742551,-84.1052256,Lima,OH
St. Scholastica (Minn.),46.78667189999999,-92.1004852,Duluth,MN
John Carroll University,41.4978306,-81.53734560000001,University Heights,OH
Asbury University,37.8620226,-84.6616105,Wilmore,KY
California University of Pennsylvania,40.0656291,-79.8917139,California,PA
Carthage College,42.5847425,-87.82118539999999,Kenosha,WI
Oxford College of Emory University,33.6190031,-83.8674051,Oxford,GA
University of Dubuque,42.5063629,-90.6677479,Dubuque,IA
Simpson College,41.3582864,-93.5583276,Indianola,IA
Suffolk University,42.3600825,-71.0588801,Boston,MA
Rhode Island College,41.8239891,-71.4128343,Providence,RI
East Texas Baptist University,32.5448714,-94.36741839999999,Marshall,TX
Endicott College,42.5584283,-70.880049,Beverly,MA
Mississippi Valley State University,33.49512,-90.3198067,Itta Bena,MS
Chowan University,36.4423754,-77.0985752,Murfreesboro,NC
Coe College,41.9778795,-91.6656232,Cedar Rapids,IA
Whittier College,33.9791793,-118.032844,Whittier,CA
Bentley University,42.3764852,-71.2356113,Waltham,MA
Principia College,38.9561594,-90.35983639999999,Elsah,IL
Azusa Pacific University,34.1336186,-117.9075627,Azusa,CA
Rochester Institute of Technology,43.15657789999999,-77.6088465,Rochester,NY
Alfred University,42.2278258,-77.76809519999999,,NY
Missouri Baptist,38.6270025,-90.19940419999999,St. Louis,MO
McDaniel College,39.5753791,-76.9958149,Westminster,MD
Edgewood College,43.0721661,-89.4007501,Madison,WI
Midland University,41.4333909,-96.49814669999999,Fremont,NE
Brooklyn College,40.6781784,-73.9441579,Brooklyn,NY
Hinds Community College,32.2593146,-90.4225951,Raymond,MS
Lewis & Clark Comm. College (IL),38.9556031,-90.1867764,Godfrey,IL
Hastings College,40.5862583,-98.38987259999999,Hastings,NE
Elizabethtown College,40.1528719,-76.6027455,Elizabethtown,PA
Penn College Of Technology,41.2411897,-77.00107860000001,Williamsport,PA
Brenau University,34.3034576,-83.8194163,Gainesville,GA
Sweet Briar College,37.4315734,-78.6568942,,VA
Minnesota State University Moorhead,46.8737648,-96.76780389999999,Moorhead,MN
University of St. Francis (Ill.),41.525031,-88.0817251,Joliet,IL
St. Olaf College,44.4582983,-93.161604,Northfield,MN
Saint Anselm College,43.0204052,-71.6002223,Goffstown,NH
Hope International University,33.8703645,-117.9242123,Fullerton,CA
University of Indianapolis,39.709623,-86.1364602,Indianapolis,IN
Mount San Antonio College,34.0202894,-117.8653386,Walnut,CA
Ottawa University - Kansas,38.615768,-95.2686366,Ottawa,KS
Thomas More University,39.0224036,-84.57246649999999,Crestview Hills,KY
Holmes Community College,32.9704992,-89.91714669999999,Goodman,MS
Kalamazoo College,42.2917069,-85.5872286,Kalamazoo,MI
Ferrum College,36.9229159,-80.01337120000001,Ferrum,VA
Westminster College (PA),41.2033216,-77.1945247,,PA
Martin Luther College,46.729553,-94.6858998,,MN
Ramapo College,41.0886216,-74.1435843,Mahwah,NJ
Northwest Missouri State University,40.3461017,-94.8724706,Maryville,MO
Nazareth College,43.15657789999999,-77.6088465,Rochester,NY
Centre College,37.6456329,-84.77217019999999,Danville,KY
Berea College,37.568694,-84.2963223,Berea,KY
West Virginia State University,38.5976262,-80.4549026,,WV
Lewis and Clark College (OR),45.515232,-122.6783853,Portland,OR
Victor Valley College,34.5362184,-117.2927641,Victorville,CA
Wallace State Community College-Hanceville,34.0606545,-86.76749799999999,Hanceville,AL
Dickinson College,40.2010241,-77.20027449999999,Carlisle,PA
Allegheny College,41.6414438,-80.15144839999999,Meadville,PA
Piedmont University,34.565098,-83.5451724,Demorest,GA
Kaskaskia College,38.5285169,-89.1316944,Centralia,IL
Riverside City College,33.9806005,-117.3754942,Riverside,CA
Mount Vernon Nazarene University,40.3932283,-82.48543599999999,Mount Vernon,OH
William Smith College,42.8679836,-76.985557,Geneva,NY
Mount Aloysius College,40.4597938,-78.59168369999999,Cresson,PA
Albertus Magnus College,41.308274,-72.9278835,New Haven,CT
Oklahoma Wesleyan University,36.7467005,-95.9783538,Bartlesville,OK
Eastern University,40.0409428,-75.37852339999999,Saint Davids,PA
Neumann University,41.2033216,-77.1945247,,PA
Immaculata University,40.0362184,-75.5138118,Malvern,PA
Coastal Alabama Community College North,31.4892088,-87.32567499999999,Monroeville,AL
Wheaton College (Massachusetts),41.9667703,-71.1869963,Norton,MA
City College Of San Francisco,37.7749295,-122.4194155,San Francisco,CA
Geneva College (Pa.),40.7520097,-80.31922949999999,Beaver Falls,PA
St. Michael's College,44.5439375,-73.1479068,Colchester,VT
Grove City College,41.15783769999999,-80.08867029999999,Grove City,PA
Southern Virginia University,37.7343004,-79.35392379999999,Buena Vista,VA
College of Idaho,43.66293839999999,-116.6873596,Caldwell,ID
Chaminade University,21.3098845,-157.8581401,Honolulu,HI
D'Youville College,42.88644679999999,-78.8783689,Buffalo,NY
William Jessup University,38.8205884,-121.291831,Rocklin,CA
Pfeiffer University,35.4841631,-80.2838536,Misenheimer,NC
Albany State University,31.5785074,-84.15574099999999,Albany,GA
Transylvania University,38.0389091,-84.5152662,Lexington,KY
Weatherford College,32.7412919,-97.79257559999999,Weatherford,TX
State University of New York New Paltz,41.7475933,-74.0868095,New Paltz,NY
Warner University (Fla.),27.9014133,-81.58590989999999,Lake Wales,FL
Olivet Nazarene University,41.1760108,-87.87952299999999,Bourbonnais,IL
Mount Saint Mary College (New York),41.5034271,-74.0104178,Newburgh,NY
Salisbury University,38.3606736,-75.5993692,Salisbury,MD
Roger Williams University,41.6771101,-71.26620249999999,Bristol,RI
Augustana College,41.5094771,-90.5787476,Rock Island,IL
Sterling College,38.2215297,-98.20891139999999,Sterling,KS
Springfield College,42.1014831,-72.589811,Springfield,MA
University of Illinois at Springfield,39.7305338,-89.6176711,Springfield,IL
Kansas Wesleyan,38.8402805,-97.61142369999999,Salina,KS
Glendale College (Calif.),34.1425078,-118.255075,Glendale,CA
Desales University,40.6022939,-75.4714098,Allentown,PA
University Of South Carolina Sumter,33.934967,-80.37352039999999,Sumter,SC
Lycoming College,41.2411897,-77.00107860000001,Williamsport,PA
Adrian College,41.8975471,-84.03716589999999,Adrian,MI
Imperial Valley College,32.8475528,-115.5694391,Imperial,CA
Bryn Mawr College,40.0230237,-75.3151772,Bryn Mawr,PA
Northwestern College (Iowa),43.0072087,-96.0583523,Orange City,IA
"University of Wisconsin, Oshkosh",44.0247062,-88.5426136,Oshkosh,WI
Gettysburg College,39.8309293,-77.2310955,Gettysburg,PA
Shaw University,35.7795897,-78.6381787,Raleigh,NC
Grambling State University,30.5190775,-91.5208624,,LA
Thomas College (Maine),44.5520105,-69.6317121,Waterville,ME
Linfield College,45.2107513,-123.1944874,McMinnville,OR
